subject,segment_index,source_label,target_label,window_start_seconds,window_end_seconds,mean_hr,std_hr,min_hr,max_hr,mean_ibi,std_ibi,min_ibi,max_ibi,rmssd,sdnn,nn50,pnn50,num_peaks,peak_density,mean_peak_amp,std_peak_amp,mean_signal,std_signal,min_signal,max_signal,range_signal,rms_signal,skewness,kurtosis
S2,13,baseline,non-stress,370.0,430.0,109.91586579492044,57.072926938465116,45.714285714285715,240.0,0.6654513888888889,0.2549094172544738,0.25,1.3125,0.3541154574401317,0.2549094172544738,67.0,0.7528089887640449,91.0,1.5166666666666666,0.6738860607147217,0.6712620854377747,-0.00010094593017129228,0.6417498588562012,-3.7700064182281494,2.914158821105957,6.684165000915527,0.6417498588562012,0.007971064187586308,5.621146202087402
S2,14,baseline,non-stress,375.0,435.0,108.53303904957629,56.94442735845145,44.651162790697676,240.0,0.6768465909090909,0.26442687523459607,0.25,1.34375,0.36243078634718845,0.26442687523459607,69.0,0.7931034482758621,89.0,1.4833333333333334,0.6797959208488464,0.6769839525222778,-0.00038284933543764055,0.6408180594444275,-3.7700064182281494,2.914158821105957,6.684165000915527,0.640818178653717,0.00953156128525734,5.669490814208984
S2,15,baseline,non-stress,380.0,440.0,103.30536125726448,53.304651457312005,44.651162790697676,240.0,0.7008928571428571,0.2609459968981971,0.25,1.34375,0.34782463221298227,0.2609459968981971,61.0,0.7349397590361446,85.0,1.4166666666666667,0.6958816051483154,0.6875959038734436,-0.001633492182008922,0.639011800289154,-3.7700064182281494,2.914158821105957,6.684165000915527,0.6390138864517212,0.01654917374253273,5.764523506164551
S2,16,baseline,non-stress,385.0,445.0,101.55232087237628,52.05511579084365,44.651162790697676,240.0,0.7046310240963856,0.24648811640721208,0.25,1.34375,0.3331273380575069,0.24648811640721208,55.0,0.6707317073170732,84.0,1.4,0.6581435203552246,0.6540883183479309,-0.003600170137360692,0.614846408367157,-3.7700064182281494,2.914158821105957,6.684165000915527,0.614857017993927,-0.15046349167823792,6.4441986083984375
S2,17,baseline,non-stress,390.0,450.0,101.97865665053921,54.06054009068829,44.651162790697676,240.0,0.7077752976190477,0.24839959000947587,0.25,1.34375,0.3341432101127566,0.24839959000947587,54.0,0.6506024096385542,85.0,1.4166666666666667,0.5943455696105957,0.5910500288009644,-0.000464967277366668,0.559581458568573,-3.7700064182281494,2.914158821105957,6.684165000915527,0.5595816373825073,-0.10178491473197937,8.033347129821777
S2,18,baseline,non-stress,395.0,455.0,103.20784435765651,56.74321968887029,49.87012987012987,240.0,0.7068452380952381,0.2473893997552297,0.25,1.203125,0.3423223021462183,0.2473893997552297,53.0,0.6385542168674698,85.0,1.4166666666666667,0.5518779158592224,0.5439743995666504,0.0003867407504003495,0.5040154457092285,-2.6010971069335938,2.914158821105957,5.515255928039551,0.5040155649185181,0.2326183021068573,6.903070449829102
S2,19,baseline,non-stress,400.0,460.0,98.74318789014659,53.51162587020435,49.87012987012987,240.0,0.7240853658536586,0.2319002927153209,0.25,1.203125,0.30589075679495875,0.2319002927153209,48.0,0.5925925925925926,83.0,1.3833333333333333,0.5670709609985352,0.5441056489944458,-0.0017318498576059937,0.5040057301521301,-2.6010971069335938,2.914158821105957,5.515255928039551,0.5040087103843689,0.250474750995636,6.896597862243652
S2,20,baseline,non-stress,405.0,465.0,99.67541851071796,52.60320198664518,54.857142857142854,240.0,0.7110316265060241,0.21901035353628698,0.25,1.09375,0.26292679988170964,0.21901035353628698,48.0,0.5853658536585366,84.0,1.4,0.5333879590034485,0.5074244737625122,-0.004924851004034281,0.5117446184158325,-3.6526107788085938,2.914158821105957,6.566769599914551,0.5117682814598083,-0.3502963185310364,9.072466850280762
S2,21,baseline,non-stress,410.0,470.0,93.41371508073594,44.337981705151755,44.651162790697676,240.0,0.7357253086419753,0.21567220714210422,0.25,1.34375,0.26391337320167674,0.21567220714210422,46.0,0.575,82.0,1.3666666666666667,0.6621726155281067,0.7136670351028442,0.0016686563612893224,0.7391231060028076,-4.817432403564453,4.257709503173828,9.075141906738281,0.7391250133514404,-0.8522010445594788,11.988476753234863
S2,22,baseline,non-stress,415.0,475.0,93.28212699106405,42.88994638597097,44.651162790697676,240.0,0.7316743827160493,0.2117456387738421,0.25,1.34375,0.2586633686497762,0.2117456387738421,49.0,0.6125,82.0,1.3666666666666667,0.6979153156280518,0.7156542539596558,0.0001520355581305921,0.7476837038993835,-4.817432403564453,4.257709503173828,9.075141906738281,0.7476837038993835,-0.8052808046340942,11.345361709594727
S2,23,baseline,non-stress,420.0,480.0,89.15248578846727,36.05933724546963,38.01980198019802,240.0,0.7531645569620253,0.22232860215357628,0.25,1.578125,0.2639642179792508,0.22232860215357628,46.0,0.5897435897435898,80.0,1.3333333333333333,0.9324501156806946,1.0011533498764038,-0.005216958001255989,0.9884293675422668,-4.817432403564453,5.110204219818115,9.927637100219727,0.9884431958198547,-0.6596400737762451,7.921422958374023
S2,24,baseline,non-stress,425.0,485.0,90.55007396967098,38.62643334159246,38.01980198019802,240.0,0.7498022151898734,0.228459007353571,0.25,1.578125,0.278549400699064,0.228459007353571,47.0,0.6025641025641025,80.0,1.3333333333333333,1.0288448333740234,1.124152421951294,0.0064512016251683235,1.1532610654830933,-8.724343299865723,5.110204219818115,13.83454704284668,1.1532790660858154,-1.1703864336013794,10.095807075500488
S2,25,baseline,non-stress,430.0,490.0,93.7940184450639,41.018501032215106,38.01980198019802,240.0,0.7310956790123457,0.23404318138526062,0.25,1.578125,0.28504920936184425,0.23404318138526062,51.0,0.6375,82.0,1.3666666666666667,1.0634970664978027,1.161152720451355,-0.0005539331468753517,1.1880309581756592,-8.724343299865723,5.110204219818115,13.83454704284668,1.1880311965942383,-1.0358625650405884,9.005427360534668
S2,26,baseline,non-stress,435.0,495.0,94.30976705357412,40.61950331539324,38.01980198019802,240.0,0.722608024691358,0.22275774860873854,0.25,1.578125,0.2792463350251888,0.22275774860873854,52.0,0.65,82.0,1.3666666666666667,1.0795949697494507,1.1521492004394531,-0.0008533820509910583,1.1932014226913452,-8.724343299865723,5.110204219818115,13.83454704284668,1.1932017803192139,-1.0239027738571167,8.800566673278809
S2,27,baseline,non-stress,440.0,500.0,93.93702332915525,40.6035948955885,38.01980198019802,240.0,0.7269435975609756,0.22782025263870295,0.25,1.578125,0.2843196679990871,0.22782025263870295,57.0,0.7037037037037037,83.0,1.3833333333333333,1.112151861190796,1.1392854452133179,0.0030558700673282146,1.214639663696289,-8.724343299865723,5.110204219818115,13.83454704284668,1.2146434783935547,-0.9993657469749451,8.093583106994629
S2,28,baseline,non-stress,445.0,505.0,95.62910931335801,40.61830587053466,38.01980198019802,240.0,0.7164909638554217,0.2357219394746136,0.25,1.578125,0.3088438946419727,0.2357219394746136,62.0,0.7560975609756098,84.0,1.4,1.1468894481658936,1.1312000751495361,-0.001587170292623341,1.2352280616760254,-8.724343299865723,5.110204219818115,13.83454704284668,1.2352291345596313,-0.9389188885688782,7.420562744140625
S2,29,baseline,non-stress,450.0,510.0,96.50833836131027,42.404139692862636,38.01980198019802,240.0,0.7212271341463414,0.2553667191571121,0.25,1.578125,0.3356671051479353,0.2553667191571121,63.0,0.7777777777777778,83.0,1.3833333333333333,1.1573197841644287,1.1345534324645996,-0.00041627336759120226,1.2361812591552734,-8.724343299865723,5.110204219818115,13.83454704284668,1.2361812591552734,-0.939626157283783,7.392382621765137
S2,30,baseline,non-stress,455.0,515.0,96.39289928904438,42.956049381045034,38.01980198019802,240.0,0.7283950617283951,0.2712511011930698,0.25,1.578125,0.3593707540510044,0.2712511011930698,63.0,0.7875,82.0,1.3666666666666667,1.1647435426712036,1.1398357152938843,-0.0007121448870748281,1.236777663230896,-8.724343299865723,5.110204219818115,13.83454704284668,1.2367777824401855,-0.9377879500389099,7.371756553649902
S2,31,baseline,non-stress,460.0,520.0,94.86282494997926,42.41146571818319,38.01980198019802,240.0,0.738671875,0.2717354953688593,0.25,1.578125,0.3546051091363926,0.2717354953688593,68.0,0.8607594936708861,81.0,1.35,1.2155330181121826,1.1355408430099487,-0.0005079359980300069,1.2523243427276611,-8.724343299865723,5.110204219818115,13.83454704284668,1.2523245811462402,-0.902266800403595,6.904191970825195
S2,32,baseline,non-stress,465.0,525.0,94.0486273891354,42.18942925101931,38.01980198019802,240.0,0.7439583333333334,0.2716760926278857,0.25,1.578125,0.35562359728740606,0.2716760926278857,62.0,0.8378378378378378,76.0,1.2666666666666666,1.2302606105804443,1.1678351163864136,0.003629166167229414,1.2261964082717896,-8.724343299865723,5.110204219818115,13.83454704284668,1.2262018918991089,-0.9200064539909363,7.632419586181641
S2,33,baseline,non-stress,470.0,530.0,92.88078909733174,46.403307958334054,35.55555555555556,240.0,0.7808388157894737,0.3177294121812537,0.25,1.6875,0.40524314332056666,0.3177294121812537,63.0,0.84,77.0,1.2833333333333334,1.081836223602295,1.1153665781021118,-0.0007039845222607255,1.102636694908142,-8.724343299865723,5.110204219818115,13.83454704284668,1.1026369333267212,-1.0345336198806763,10.777159690856934
S2,34,baseline,non-stress,475.0,535.0,90.57930536976464,43.5007166063676,19.2964824120603,225.88235294117646,0.8037243150684932,0.3953861072215076,0.265625,3.109375,0.5290754104383945,0.3953861072215076,60.0,0.8333333333333334,74.0,1.2333333333333334,1.0788792371749878,1.1374098062515259,0.002457598689943552,1.0991936922073364,-8.724343299865723,5.110204219818115,13.83454704284668,1.099196434020996,-1.0538445711135864,10.959383010864258
S2,35,baseline,non-stress,480.0,540.0,94.24098340871153,44.953688803816725,36.57142857142857,240.0,0.7470703125,0.2714334344069736,0.25,1.640625,0.38199323823667913,0.2714334344069736,65.0,0.8227848101265823,81.0,1.35,0.8074460625648499,0.8887600898742676,0.005591279361397028,0.8961232304573059,-8.724343299865723,3.9078269004821777,12.632169723510742,0.8961407542228699,-1.5151808261871338,19.40254783630371
S2,36,baseline,non-stress,485.0,545.0,96.64599307091763,48.53602567376599,47.407407407407405,240.0,0.7225609756097561,0.2209380036682278,0.25,1.265625,0.31293372678749587,0.2209380036682278,63.0,0.7777777777777778,83.0,1.3833333333333333,0.5999510884284973,0.6601631045341492,-0.00196977611631155,0.621606707572937,-2.9809932708740234,3.8915913105010986,6.872584342956543,0.6216098070144653,0.17794224619865417,7.625463485717773
S2,37,baseline,non-stress,490.0,550.0,106.12117760635039,54.8648948145311,47.407407407407405,240.0,0.6795099431818182,0.23835394194598492,0.25,1.265625,0.3215421362222676,0.23835394194598492,68.0,0.7816091954022989,89.0,1.4833333333333334,0.4509509801864624,0.40066051483154297,0.0011979715200141072,0.48123833537101746,-2.9809932708740234,2.3876049518585205,5.368597984313965,0.48123982548713684,-0.3517603576183319,5.78687858581543
S2,38,baseline,non-stress,495.0,555.0,110.08949645585503,57.601936385077664,47.407407407407405,240.0,0.6622191011235955,0.2414999144224402,0.25,1.265625,0.334327371554796,0.2414999144224402,70.0,0.7954545454545454,90.0,1.5,0.4313497841358185,0.4007469117641449,5.4217129218159243e-05,0.46853360533714294,-2.9809932708740234,2.3876049518585205,5.368597984313965,0.46853360533714294,-0.3400702178478241,6.653811454772949
S2,39,baseline,non-stress,500.0,560.0,109.65912045199661,57.31249899605077,47.407407407407405,240.0,0.6619791666666667,0.23465781547731016,0.25,1.265625,0.32007583233982806,0.23465781547731016,66.0,0.7415730337078652,91.0,1.5166666666666666,0.39029231667518616,0.3552226424217224,-0.002151023130863905,0.409686803817749,-2.0449976921081543,2.3876049518585205,4.432602882385254,0.4096924364566803,0.007630317471921444,6.4368085861206055
S2,40,baseline,non-stress,505.0,565.0,112.95590215750921,60.55249077390276,55.65217391304348,240.0,0.6494565217391305,0.2321486690968638,0.25,1.078125,0.3061949799196943,0.2321486690968638,68.0,0.7472527472527473,93.0,1.55,0.3387737572193146,0.2716410756111145,0.0005126590258441865,0.3409493863582611,-2.0449976921081543,1.9443310499191284,3.9893288612365723,0.34094977378845215,-0.037261638790369034,5.888073921203613
S2,41,baseline,non-stress,510.0,570.0,108.59366652093583,58.03996190069507,51.891891891891895,240.0,0.6678370786516854,0.22885623446816752,0.25,1.15625,0.3024759481657178,0.22885623446816752,63.0,0.7159090909090909,90.0,1.5,0.3467601537704468,0.27888575196266174,0.00022684186114929616,0.33792737126350403,-2.0449976921081543,1.9443310499191284,3.9893288612365723,0.3379274606704712,0.00882745161652565,6.208827972412109
S2,42,baseline,non-stress,515.0,575.0,109.75057379341145,59.02538213375619,51.891891891891895,240.0,0.6640625,0.2307032999044564,0.25,1.15625,0.30505078637541394,0.2307032999044564,62.0,0.6966292134831461,91.0,1.5166666666666666,0.3430616855621338,0.2764374017715454,0.00045049277832731605,0.33498552441596985,-2.0449976921081543,1.9443310499191284,3.9893288612365723,0.3349858522415161,0.013672479428350925,6.4671220779418945
S2,43,baseline,non-stress,520.0,580.0,109.84181020365403,58.82019637607142,51.891891891891895,240.0,0.6609375,0.22525605125827858,0.25,1.15625,0.30018757303194443,0.22525605125827858,59.0,0.6629213483146067,91.0,1.5166666666666666,0.30268770456314087,0.16823725402355194,0.0014571195933967829,0.26871931552886963,-1.3841593265533447,1.3513380289077759,2.73549747467041,0.2687232494354248,-0.12925924360752106,2.1837377548217773
S2,44,baseline,non-stress,525.0,585.0,108.91101677547198,57.30718413837655,51.891891891891895,240.0,0.6626736111111111,0.22448937095480068,0.25,1.15625,0.28859118309830367,0.22448937095480068,59.0,0.6629213483146067,91.0,1.5166666666666666,0.30220827460289,0.16924390196800232,-3.659656795207411e-05,0.2686781883239746,-1.3841593265533447,1.3513380289077759,2.73549747467041,0.2686781585216522,-0.10815432667732239,2.17525577545166
S2,45,baseline,non-stress,530.0,590.0,101.06005160368696,53.862643653694,51.891891891891895,240.0,0.7010788690476191,0.21335257346137168,0.25,1.15625,0.2781106162518575,0.21335257346137168,51.0,0.6144578313253012,85.0,1.4166666666666667,0.31227797269821167,0.16937479376792908,-0.0012720354134216905,0.27066370844841003,-1.3841593265533447,1.3513380289077759,2.73549747467041,0.2706666886806488,-0.10779774934053421,2.047175407409668
S2,46,baseline,non-stress,535.0,595.0,101.77117517772304,54.12996673116743,51.891891891891895,240.0,0.6957720588235294,0.21215895311866598,0.25,1.15625,0.27722189853398255,0.21215895311866598,51.0,0.6071428571428571,86.0,1.4333333333333333,0.3134201169013977,0.1597137451171875,-0.0032451236620545387,0.2595870792865753,-1.3841593265533447,1.3513380289077759,2.73549747467041,0.25960734486579895,-0.31401094794273376,1.3906874656677246
S2,47,baseline,non-stress,540.0,600.0,103.79038709160973,56.296491499116755,51.891891891891895,240.0,0.690406976744186,0.21932689228197538,0.25,1.15625,0.3000698830983327,0.21932689228197538,54.0,0.6352941176470588,87.0,1.45,0.3199775218963623,0.14863672852516174,-0.0005650034872815013,0.2628345787525177,-1.374456524848938,0.9718588590621948,2.346315383911133,0.26283517479896545,-0.369846910238266,1.070955753326416
S2,48,baseline,non-stress,545.0,605.0,101.43249045245855,53.88586937531578,51.891891891891895,240.0,0.6987132352941177,0.21636849339753955,0.25,1.15625,0.2879594058537468,0.21636849339753955,53.0,0.6309523809523809,86.0,1.4333333333333333,0.43131256103515625,0.5713757276535034,-0.001632737461477518,0.6057074666023254,-7.08212423324585,5.0223870277404785,12.104511260986328,0.6057096719741821,-0.7803059220314026,49.379066467285156
S2,49,baseline,non-stress,550.0,610.0,96.05375653296801,49.46823747889059,41.29032258064516,240.0,0.729420731707317,0.22729234904193585,0.25,1.453125,0.31119034984214494,0.22729234904193585,53.0,0.654320987654321,83.0,1.3833333333333333,0.5038109421730042,0.6482969522476196,-0.0007265129243023694,0.6381304264068604,-7.08212423324585,5.0223870277404785,12.104511260986328,0.6381308436393738,-0.5789121985435486,40.132389068603516
S2,50,baseline,non-stress,555.0,615.0,97.42092550980571,48.085151156216355,41.29032258064516,240.0,0.7166792168674698,0.2283522227784978,0.25,1.453125,0.3124190062723184,0.2283522227784978,56.0,0.6829268292682927,84.0,1.4,0.5587863922119141,0.6642763614654541,0.0006765477010048926,0.6702930331230164,-7.08212423324585,5.0223870277404785,12.104511260986328,0.670293390750885,-0.527180552482605,32.765869140625
S2,51,baseline,non-stress,560.0,620.0,99.55931126550446,50.27342334439144,41.29032258064516,240.0,0.7092633928571429,0.2359079069409046,0.25,1.453125,0.3201574981269808,0.2359079069409046,61.0,0.7349397590361446,85.0,1.4166666666666667,0.6524823904037476,0.734443187713623,0.0007165121496655047,0.7481047511100769,-7.08212423324585,5.0223870277404785,12.104511260986328,0.7481051087379456,-0.4527859091758728,21.53327751159668
S2,52,baseline,non-stress,565.0,625.0,95.89712784686657,46.38704765275991,41.29032258064516,240.0,0.7301829268292683,0.24223419569120574,0.25,1.453125,0.34129930990686347,0.24223419569120574,59.0,0.7283950617283951,83.0,1.3833333333333333,0.7526232600212097,0.7800031304359436,0.002555344719439745,0.8136776089668274,-7.08212423324585,5.0223870277404785,12.104511260986328,0.8136816024780273,-0.4677230417728424,15.819536209106445
S2,53,baseline,non-stress,570.0,630.0,96.66134516614487,47.19304146125224,41.29032258064516,240.0,0.7289737654320988,0.24674971052371586,0.25,1.453125,0.338485071391173,0.24674971052371586,60.0,0.75,82.0,1.3666666666666667,0.7709149718284607,0.7844798564910889,0.0005860731471329927,0.8232775330543518,-7.08212423324585,5.0223870277404785,12.104511260986328,0.8232777118682861,-0.477028489112854,15.06114387512207
S2,54,baseline,non-stress,575.0,635.0,98.27383448415178,46.98550578334706,41.29032258064516,240.0,0.71875,0.25170026114575916,0.25,1.453125,0.3450726356243093,0.25170026114575916,64.0,0.7804878048780488,84.0,1.4,0.9008646607398987,0.8752674460411072,0.0006253325846046209,0.9527477025985718,-7.08212423324585,5.0223870277404785,12.104511260986328,0.9527478814125061,-0.6119829416275024,10.60413932800293
S2,55,baseline,non-stress,580.0,640.0,98.18422959759422,47.61413414671717,41.29032258064516,240.0,0.7242759146341463,0.25865556390399325,0.25,1.453125,0.34913103797053435,0.25865556390399325,64.0,0.7901234567901234,83.0,1.3833333333333333,0.9086995124816895,0.87764573097229,-0.0008303565555252135,0.9538678526878357,-7.08212423324585,5.0223870277404785,12.104511260986328,0.9538682103157043,-0.6062257885932922,10.537394523620605
S2,56,baseline,non-stress,585.0,645.0,100.15128863460275,50.073520146199314,41.29032258064516,240.0,0.7189405487804879,0.2665592195746522,0.25,1.453125,0.3587580251393017,0.2665592195746522,64.0,0.7901234567901234,83.0,1.3833333333333333,0.9109134674072266,0.8772990703582764,0.0005140176508575678,0.9545423984527588,-7.08212423324585,5.0223870277404785,12.104511260986328,0.9545425772666931,-0.6088821291923523,10.503173828125
S2,57,baseline,non-stress,590.0,650.0,101.25012580745603,47.69330612122614,41.29032258064516,240.0,0.7059151785714286,0.2670562882084867,0.25,1.453125,0.35839556816893336,0.2670562882084867,66.0,0.7951807228915663,85.0,1.4166666666666667,1.0231595039367676,0.9383487701416016,0.00044719091965816915,1.0454745292663574,-7.08212423324585,5.0223870277404785,12.104511260986328,1.0454745292663574,-0.512980043888092,7.962325096130371
S2,58,baseline,non-stress,595.0,655.0,102.6433362407038,50.220772670737965,41.29032258064516,240.0,0.7053571428571429,0.27353997715282,0.25,1.453125,0.36912599525975687,0.27353997715282,68.0,0.8192771084337349,85.0,1.4166666666666667,1.0230774879455566,0.9388229846954346,0.0009710160666145384,1.046026587486267,-7.08212423324585,5.0223870277404785,12.104511260986328,1.0460270643234253,-0.5135166049003601,7.940346717834473
S2,59,baseline,non-stress,600.0,660.0,98.32916661410884,46.38215977265419,41.29032258064516,240.0,0.7265625,0.2720620895734635,0.25,1.453125,0.352772480548593,0.2720620895734635,63.0,0.7777777777777778,83.0,1.3833333333333333,1.1665410995483398,1.0779907703399658,0.0009339952375739813,1.1357210874557495,-7.08212423324585,5.0223870277404785,12.104511260986328,1.1357215642929077,-0.39926454424858093,6.3616838455200195
S2,60,baseline,non-stress,605.0,665.0,99.00418569604999,48.61086380671112,35.22935779816514,240.0,0.7314814814814815,0.28904150022893826,0.25,1.703125,0.3538898657907217,0.28904150022893826,64.0,0.8,82.0,1.3666666666666667,1.0726131200790405,1.0006976127624512,0.002934598596766591,0.9969324469566345,-5.447420597076416,4.749715328216553,10.197135925292969,0.9969367384910583,-0.42637112736701965,5.652797698974609
S2,61,baseline,non-stress,610.0,670.0,98.22715221718579,47.264203053842564,35.22935779816514,240.0,0.7240853658536586,0.26342140471622844,0.25,1.703125,0.31775102172228425,0.26342140471622844,62.0,0.7654320987654321,83.0,1.3833333333333333,1.00867760181427,0.9923405647277832,0.0010121033992618322,0.9800669550895691,-5.447420597076416,4.749715328216553,10.197135925292969,0.9800674915313721,-0.4644095003604889,6.160111427307129
S2,62,baseline,non-stress,615.0,675.0,96.29803664090178,47.01323787598611,39.58762886597938,240.0,0.7412109375,0.2705071073998031,0.25,1.515625,0.33722408728836134,0.2705071073998031,60.0,0.759493670886076,81.0,1.35,1.1058759689331055,1.0891542434692383,-0.0011217972496524453,1.096224308013916,-5.74031925201416,4.749715328216553,10.490034103393555,1.0962249040603638,-0.5370938181877136,5.71168327331543
S2,63,baseline,non-stress,620.0,680.0,92.98055146728177,41.42859533122833,39.58762886597938,240.0,0.7503955696202531,0.2619047307451716,0.25,1.515625,0.3285349240402039,0.2619047307451716,60.0,0.7692307692307693,80.0,1.3333333333333333,1.0703479051589966,1.0754008293151855,0.0013341917656362057,1.0671402215957642,-5.74031925201416,4.749715328216553,10.490034103393555,1.067141056060791,-0.5776504278182983,6.4385576248168945
S2,64,baseline,non-stress,625.0,685.0,92.4457538111368,40.51210755602561,35.22935779816514,240.0,0.7507911392405063,0.2646038489582347,0.25,1.703125,0.3376405660505691,0.2646038489582347,59.0,0.7564102564102564,80.0,1.3333333333333333,1.0338071584701538,1.065455675125122,-0.0016738870181143284,1.0420161485671997,-5.74031925201416,4.749715328216553,10.490034103393555,1.0420174598693848,-0.5850571990013123,7.020692825317383
S2,65,baseline,non-stress,630.0,690.0,95.08030205116482,42.54504995329691,35.22935779816514,240.0,0.7339691558441559,0.26511689880273737,0.25,1.703125,0.33622902742264676,0.26511689880273737,58.0,0.7631578947368421,78.0,1.3,1.0294826030731201,1.0792720317840576,-0.0004840104666072875,1.0331965684890747,-5.74031925201416,4.749715328216553,10.490034103393555,1.0331965684890747,-0.5886892676353455,7.325272560119629
